absolute_error,squared_error,sqrt(squared_error),Accuracy,Store,Department
0.029409,0.008525,0.092333,99.986933,8,95
0.03378,0.012525,0.111916,99.978685,8,96
0.017986,0.000775,0.027841,99.998976,8,97
0.114132,0.088223,0.297023,99.898122,8,98
0.228858,0.242321,0.492261,99.585215,8,99
0.046597,0.00529,0.072733,91.087315,9,1
0.014261,0.00072,0.026841,89.59261,9,2
0.031203,0.004195,0.064772,94.151909,9,3
0.01087,0.000215,0.01468,90.780115,9,4
0.037267,0.002451,0.049508,97.037474,9,5
0.039716,0.002769,0.052622,77.687464,9,6
0.036118,0.002469,0.049692,94.348466,9,7
0.012323,0.000278,0.01667,95.213418,9,8
0.034428,0.00217,0.046582,95.088987,9,9
0.016475,0.000538,0.023196,93.698203,9,10
0.032038,0.001867,0.043212,93.736619,9,11
0.021705,0.000714,0.026713,93.403322,9,12
0.011798,0.000226,0.015026,91.89464,9,13
0.034958,0.004099,0.064026,87.966341,9,14
0.034283,0.001923,0.043852,99.41569,9,16
0.022427,0.001053,0.032452,92.074069,9,17
0.087341,0.014747,0.121436,91.10363,9,18
0.02009,0.00093,0.030491,76.907259,9,19
0.022267,0.001204,0.034692,86.93757,9,20
0.019854,0.000826,0.028736,90.931602,9,21
0.028126,0.001402,0.037446,91.022721,9,22
0.034115,0.003,0.05477,84.494731,9,23
0.025212,0.001045,0.032332,92.880788,9,24
0.02944,0.001543,0.039277,89.441163,9,25
0.021128,0.00094,0.030661,91.862863,9,26
0.007693,0.000179,0.013364,97.034669,9,27
0.004823,0.000034,0.005874,90.9025,9,28
0.015487,0.000328,0.018115,94.378897,9,29
0.013024,0.000235,0.015326,92.74944,9,30
0.018578,0.00072,0.026829,88.74639,9,31
0.042561,0.005288,0.07272,91.729041,9,32
0.018682,0.000721,0.026856,92.86133,9,33
0.025156,0.001004,0.031688,93.065265,9,34
0.016359,0.000441,0.020996,91.325074,9,35
0.017269,0.000781,0.027946,95.466181,9,36
0.020575,0.000656,0.025615,93.889231,9,38
0.011636,0.000223,0.014945,93.961388,9,40
0.016271,0.000524,0.022881,95.660544,9,41
0.021245,0.000719,0.02682,86.743319,9,42
0.014295,0.000318,0.017844,96.032131,9,44
0.001644,0.000005,0.002146,93.38456597,9,45
0.02095,0.001228,0.035048,76.573514,9,46
0.007366,0.000099,0.009963,86.297863,9,47
0.020921,0.000755,0.027477,83.466867,9,48
0.001093,0.000002,0.001285,89.489783,9,49
0.016736,0.000498,0.022312,87.448569,9,52
0.0025,0.000013,0.003672,88.599657,9,54
0.041824,0.004069,0.063791,92.370027,9,55
0.024964,0.000885,0.029745,99.268786,9,56
0.01216,0.000701,0.026468,93.314818,9,59
0.002248,0.000007,0.002699,83.579185,9,60
0.025891,0.001912,0.043724,92.301728,9,67
0.021095,0.000798,0.028242,85.256696,9,71
0.058622,0.005482,0.074038,91.266627,9,72
0.022581,0.00127,0.035642,87.38335,9,74
0.013149,0.000298,0.017259,86.752702,9,79
0.003639,0.000016,0.004022,93.38456597,9,80
0.005023,0.000036,0.006034,96.68793,9,81
0.032209,0.003789,0.061554,89.201883,9,82
0.017853,0.000675,0.025981,83.015208,9,85
0.03202,0.001807,0.042507,91.629451,9,87
0.007065,0.000083,0.00913,97.219064,9,90
0.006836,0.00007,0.008366,95.833544,9,91
0.011692,0.000241,0.015512,98.906199,9,92
0.033958,0.004212,0.064901,88.754573,9,94
0.017385,0.000478,0.021857,97.908779,9,95
0.01967,0.000577,0.024024,93.081029,9,96
0.000217,0,0.0003,93.407911,9,98
0.021982,0.005982,0.077346,99.990633,9,99
0.06101,0.010546,0.102696,94.654921,10,1
0.012833,0.00045,0.021207,92.139378,10,2
0.024647,0.00109,0.033011,99.127402,10,3
0.010527,0.000178,0.013355,92.086662,10,4
0.048301,0.005133,0.071648,95.223178,10,5
0.039016,0.002775,0.052679,95.551257,10,6
0.039493,0.002785,0.052774,98.836175,10,7
0.007454,0.000087,0.009311,91.56783,10,8
0.029005,0.001786,0.04226,90.497394,10,9
0.015344,0.000409,0.020233,93.983739,10,10
0.025871,0.001557,0.039453,91.330612,10,11
0.017075,0.000442,0.021034,88.917154,10,12
0.013821,0.000323,0.017976,91.364039,10,13
0.022434,0.000789,0.028089,96.061276,10,14
0.034382,0.001844,0.042937,99.192105,10,16
0.02019,0.000796,0.028216,94.245316,10,17
0.104397,0.025004,0.158126,97.475192,10,18
0.018148,0.000521,0.022827,88.648617,10,19
0.023474,0.001258,0.035466,87.237138,10,20
0.013677,0.00038,0.019499,92.769069,10,21
0.029709,0.001672,0.040886,93.198446,10,22
0.036239,0.003602,0.060018,93.499325,10,23
0.032119,0.002008,0.044814,98.373953,10,24
0.018307,0.000535,0.023132,94.929004,10,25
0.022825,0.000908,0.030127,96.733719,10,26
0.021241,0.001185,0.034421,94.953378,10,27
0.00842,0.000126,0.011206,97.955448,10,28
0.026746,0.002265,0.047591,93.160098,10,29
0.023806,0.000891,0.029845,94.291673,10,30
0.031784,0.002245,0.047385,95.810774,10,31
0.031493,0.001712,0.041381,93.826673,10,32
0.034711,0.002248,0.047409,97.76501,10,33
0.024189,0.000871,0.029515,95.865882,10,34
0.026829,0.001588,0.039853,88.791292,10,35
0.031289,0.001704,0.041284,98.01031,10,36
0.012643,0.000253,0.015918,88.398059,10,37
0.027844,0.001193,0.034544,91.994112,10,38
0.009243,0.000142,0.01191,96.148324,10,40
0.037708,0.002408,0.049076,98.409899,10,41
0.014176,0.000321,0.017926,85.011876,10,42
0.021255,0.001289,0.035902,89.070222,10,44
0.001921,0.000007,0.002563,80.532489,10,45
0.015755,0.000424,0.020597,95.965034,10,46
0.022889,0.00121,0.034785,81.654603,10,47
0.033168,0.001613,0.040156,92.470557,10,48
0.034475,0.001855,0.043065,89.330411,10,49
0.016297,0.000432,0.020781,82.568042,10,50
0.018131,0.000543,0.023297,94.595453,10,52
0.008331,0.000158,0.012584,94.493764,10,54
0.048942,0.004585,0.067712,94.45899,10,55
0.019475,0.000789,0.028085,96.898743,10,56
0.060869,0.005319,0.07293,84.72096,10,58
0.018211,0.001504,0.038778,98.367165,10,59
0.009928,0.000219,0.014794,79.948102,10,60
0.024214,0.001278,0.035751,97.60245,10,67
0.029694,0.002202,0.046928,87.718269,10,71
0.041052,0.003413,0.058425,94.831975,10,72
0.016885,0.000466,0.021584,96.152663,10,74
0.024124,0.001164,0.034113,87.457757,10,79
0.007805,0.000106,0.010275,96.540306,10,80
0.010723,0.000186,0.013632,95.26874,10,81
0.017478,0.000504,0.022454,96.132537,10,82
0.004953,0.000057,0.007538,89.444498,10,83
0.02015,0.000986,0.031404,94.010599,10,85
0.022664,0.000729,0.026991,93.389943,10,87
0.009975,0.000181,0.013449,95.168723,10,90
0.011619,0.000266,0.016305,90.657772,10,91
0.012751,0.000253,0.015896,93.418846,10,92
0.007192,0.000105,0.010224,93.651963,10,93
0.024534,0.001706,0.041309,73.307717,10,94
0.016392,0.000448,0.021175,96.001835,10,95
0.01285,0.000273,0.01653,96.359974,10,96
0.008669,0.000126,0.011222,93.649968,10,97
0.014341,0.000656,0.025619,88.212716,10,98
0.027923,0.006115,0.0782,99.99077,10,99
0.045003,0.00701,0.083726,88.994449,11,1
0.015757,0.000587,0.02423,86.97063,11,2
0.030909,0.002032,0.045075,97.652476,11,3
0.016858,0.000465,0.021565,89.975858,11,4
0.037727,0.002548,0.050475,95.826086,11,5
0.045603,0.005333,0.073029,93.167212,11,6
0.052502,0.013777,0.117376,92.167289,11,7
0.019337,0.000709,0.026629,86.640986,11,8
0.035792,0.002675,0.051725,91.934762,11,9
0.020933,0.000684,0.026145,90.992661,11,10
0.025936,0.001521,0.039001,91.091652,11,11
0.017835,0.000483,0.021978,91.365773,11,12
0.016563,0.000417,0.020413,89.800329,11,13
0.022908,0.00087,0.029488,94.795653,11,14
0.026931,0.001267,0.035589,99.426652,11,16
0.020259,0.001159,0.034039,90.737151,11,17
0.095426,0.02367,0.153851,96.976913,11,18
0.017576,0.000556,0.023575,96.118954,11,19
0.020296,0.00065,0.025495,94.061057,11,20
0.014412,0.00033,0.018166,95.302973,11,21
0.02781,0.001591,0.039886,91.498524,11,22
0.019366,0.000616,0.024812,94.40213,11,23
0.039238,0.003356,0.05793,94.205152,11,24
0.026069,0.001471,0.038357,91.080386,11,25
0.031343,0.002614,0.051132,92.733833,11,26
0.017978,0.001016,0.03188,92.454028,11,27
0.005748,0.000049,0.007019,97.993029,11,28
0.024961,0.001161,0.03408,92.352839,11,29
0.017878,0.000483,0.021971,96.432535,11,30
0.033909,0.002101,0.045831,94.77897,11,31
0.027989,0.001311,0.036204,92.213085,11,32
0.034405,0.002188,0.046776,92.0662,11,33
0.031659,0.001421,0.037694,93.308674,11,34
0.017785,0.00061,0.024698,94.040609,11,35
0.034762,0.001887,0.043437,96.410853,11,36
0.012504,0.000264,0.01624,88.947456,11,37
0.028861,0.001208,0.03475,90.309955,11,38
0.011486,0.000213,0.014597,95.732057,11,40
0.024121,0.001424,0.037733,85.633121,11,41
0.011023,0.000207,0.014377,93.235131,11,42
0.018151,0.000769,0.027733,94.753414,11,44
0.001481,0.000005,0.00234,93.38456597,11,45
0.022733,0.002265,0.047593,70.022557,11,46
0.006211,0.000076,0.008718,82.399113,11,47
0.030752,0.001593,0.039909,90.167131,11,49
0.019852,0.000756,0.027497,90.493647,11,52
0.00493,0.000052,0.007177,98.378729,11,54
0.032302,0.002581,0.050806,97.616288,11,55
0.039266,0.002897,0.053827,97.266877,11,56
0.063072,0.006686,0.08177,91.3792,11,58
0.02806,0.005504,0.074192,94.281989,11,59
0.004561,0.000041,0.006366,90.553884,11,60
0.048623,0.008222,0.090674,89.202591,11,67
0.035682,0.00205,0.045278,92.842133,11,71
0.043748,0.00436,0.066033,92.52961,11,72
0.022232,0.00073,0.027022,92.176567,11,74
0.021884,0.000833,0.028866,93.143668,11,79
0.010414,0.000177,0.013303,94.433946,11,80
0.010504,0.000183,0.013512,86.907542,11,81
0.026837,0.002074,0.045539,96.849448,11,82
0.019901,0.000535,0.023125,91.109555,11,83
0.016353,0.000629,0.025075,93.524903,11,85
0.027347,0.001114,0.03338,92.292732,11,87
0.015916,0.000464,0.021533,91.73753,11,90
0.009551,0.000128,0.011301,96.546558,11,91
0.011985,0.000211,0.014538,97.496648,11,92
0.025185,0.001089,0.033005,92.78834,11,93
0.018568,0.000547,0.023396,93.411458,11,94
0.014142,0.000309,0.017577,95.544914,11,95
0.018112,0.000702,0.026499,90.376965,11,96
0.011086,0.000215,0.014647,94.451508,11,97
0.019978,0.000804,0.028357,95.74311,11,98
0.050968,0.009336,0.096624,80.724841,11,99
0.064701,0.008892,0.094299,99.986779,12,1
0.035688,0.014884,0.122002,99.974867,12,2
0.198726,0.457726,0.676554,99.433836,12,3
0.095041,0.263513,0.513335,99.521956,12,4
0.056197,0.00896,0.094658,99.977636,12,5
0.165057,0.292845,0.541151,99.629054,12,6
0.038152,0.007937,0.089089,99.957994,12,7
0.043016,0.021143,0.145407,99.959701,12,8
0.03706,0.004491,0.067012,99.979324,12,9
0.038967,0.00517,0.071904,99.992996,12,10
0.037623,0.004534,0.067335,99.987806,12,11
0.056945,0.062931,0.250861,99.8727,12,12
0.023599,0.003732,0.061091,99.99016,12,13
0.062747,0.01923,0.138672,99.970559,12,14
0.125155,0.31974,0.565455,99.133409,12,16
0.066107,0.09983,0.315959,99.408846,12,17
0.12244,0.043714,0.209078,99.948493,12,18
0.044838,0.015297,0.12368,99.967259,12,19
0.035336,0.006968,0.083473,99.985488,12,20
0.019072,0.002055,0.045328,99.987656,12,21
0.049335,0.01053,0.102614,99.97961,12,22
0.022704,0.001046,0.032344,99.994546,12,23
0.145867,0.481151,0.693651,98.591094,12,24
0.069265,0.044822,0.211711,99.929523,12,25
0.052903,0.024497,0.156515,99.952149,12,26
0.057933,0.071762,0.267885,99.84686,12,27
0.038618,0.029071,0.170501,99.937311,12,28
0.034236,0.00845,0.091923,99.974788,12,29
0.017641,0.000575,0.023972,99.996459,12,30
0.15107,0.564729,0.751485,98.801716,12,31
0.075443,0.026281,0.162116,99.951038,12,32
0.078018,0.043674,0.208983,99.875173,12,33
0.060491,0.016586,0.128788,99.965769,12,34
0.023536,0.003275,0.05723,99.980904,12,35
0.044037,0.003953,0.062872,99.991572,12,36
0.058943,0.019894,0.141045,99.977567,12,38
0.016525,0.000966,0.031085,99.998405,12,40
0.015643,0.000591,0.024308,99.998791,12,41
0.016373,0.000549,0.023422,99.996958,12,42
0.031732,0.003418,0.058465,99.993045,12,44
0.038968,0.006539,0.080862,99.990174,12,46
0.020849,0.000617,0.024847,82.200126,12,47
0.009792,0.001111,0.03333,93.38456597,12,49
0.077429,0.043821,0.209335,99.927407,12,52
0.010984,0.001454,0.038136,99.991732,12,54
0.048274,0.007635,0.087381,99.98287,12,55
0.026831,0.002925,0.054083,99.995237,12,56
0.071255,0.007167,0.084659,87.621539,12,58
0.014741,0.000641,0.025315,97.598051,12,59
0.034857,0.014354,0.119806,99.976154,12,60
0.098411,0.062882,0.250762,99.901691,12,67
0.031546,0.001753,0.041864,94.334303,12,71
0.120476,0.121772,0.348959,99.831071,12,72
0.051143,0.029053,0.17045,99.914166,12,74
0.021372,0.001894,0.043517,99.99764,12,79
0.001872,0.000012,0.003532,92.112453,12,80
0.014487,0.000818,0.028602,99.995006,12,81
0.029365,0.003151,0.056138,99.994123,12,82
0.003813,0.000025,0.004951,84.97752,12,83
0.023741,0.004761,0.068999,99.971541,12,85
0.08369,0.141285,0.375879,99.687115,12,87
0.102001,0.251364,0.501363,99.203169,12,90
0.063554,0.107222,0.327447,99.845792,12,91
0.051776,0.016129,0.126999,99.980876,12,92
0.007149,0.000086,0.009261,92.163548,12,93
0.035829,0.005948,0.07712,99.986522,12,94
0.122487,0.342945,0.585615,99.164169,12,95
0.290173,0.280771,0.529878,99.824234,12,96
0.008603,0.00011,0.010472,99.999335,12,97
0.007688,0.000095,0.009726,92.435761,12,98
0.025924,0.009247,0.096161,99.983661,12,99
0.059507,0.010555,0.102739,91.41657,13,1
0.01841,0.001473,0.038377,86.165982,13,2
0.041235,0.009314,0.096509,93.853367,13,3
0.013734,0.000333,0.018247,94.121955,13,4
0.069321,0.009585,0.097903,85.302605,13,5
0.047873,0.005263,0.072545,94.197143,13,6
0.036035,0.003039,0.055131,97.876926,13,7
0.010864,0.00016,0.01263,92.00154,13,8
0.038422,0.003221,0.056753,97.54615,13,9
0.021923,0.000784,0.027993,95.691856,13,10
0.025791,0.001262,0.03552,94.047017,13,11
0.0146,0.000415,0.02037,96.15786,13,12
0.012176,0.000245,0.015656,93.925118,13,13
0.01616,0.000462,0.02149,97.176998,13,14
0.043015,0.002866,0.053539,99.304207,13,16
0.023986,0.001361,0.036888,94.785807,13,17
0.094268,0.018976,0.137753,97.722028,13,18
0.020626,0.000633,0.025168,91.516251,13,19
0.024236,0.000808,0.028424,93.732615,13,20
0.021802,0.001611,0.040143,93.611245,13,21
0.032537,0.002472,0.049718,94.52737,13,22
0.038636,0.004091,0.063961,93.487859,13,23
0.024438,0.001131,0.033634,97.225991,13,24
0.021418,0.000953,0.030864,95.720205,13,25
0.026419,0.001096,0.0331,96.843684,13,26
0.01956,0.001149,0.033897,96.702038,13,27
0.007963,0.000139,0.011809,97.105728,13,28
0.027827,0.001732,0.041612,96.298496,13,29
0.013208,0.00035,0.018715,95.308092,13,30
0.027576,0.002046,0.045233,95.184532,13,31
0.02787,0.002858,0.053459,94.687373,13,32
0.032186,0.002418,0.04917,95.127971,13,33
0.024176,0.000953,0.030873,95.199647,13,34
0.018259,0.000619,0.024871,93.649434,13,35
0.028564,0.002332,0.048286,92.866503,13,36
0.013462,0.000269,0.016391,90.139157,13,37
0.028493,0.001107,0.03327,87.911743,13,38
0.01007,0.000181,0.01344,92.744809,13,40
0.034254,0.00276,0.05254,96.933344,13,41
0.010337,0.000203,0.014237,94.250619,13,42
0.013077,0.000288,0.016967,96.712855,13,44
0.00131,0.000003,0.001704,80.223476,13,45
0.01397,0.000621,0.024919,96.00178,13,46
0.031815,0.001205,0.03471,47.993049,13,47
0.042531,0.002747,0.052416,81.223865,13,48
0.033257,0.001673,0.040906,81.872257,13,49
0.023716,0.000917,0.030277,83.46615,13,50
0.018087,0.000479,0.021894,94.103206,13,52
0.005251,0.000057,0.007542,81.700396,13,54
0.052643,0.004906,0.070042,96.784214,13,55
0.045319,0.003625,0.060212,98.219867,13,56
0.048178,0.004281,0.065428,87.046483,13,58
0.034825,0.00574,0.075762,93.740109,13,59
0.009017,0.000213,0.014609,94.156779,13,60
0.02928,0.002915,0.053992,92.345019,13,67
0.025811,0.001125,0.033537,96.29322,13,71
0.046043,0.005299,0.072795,95.061356,13,72
0.023206,0.000928,0.030468,93.082309,13,74
0.016248,0.000338,0.018384,93.740402,13,79
0.01094,0.000239,0.015451,90.311972,13,80
0.00944,0.000168,0.012951,97.735628,13,81
0.030045,0.003845,0.062008,96.944852,13,82
0.014944,0.000411,0.020271,92.65859,13,83
0.016282,0.000368,0.019192,93.587306,13,85
0.022188,0.000953,0.030877,95.728785,13,87
0.014703,0.000526,0.022938,94.424013,13,90
0.013038,0.000292,0.017102,90.509626,13,91
0.012743,0.000233,0.015267,96.77542,13,92
0.027399,0.001487,0.038567,87.377755,13,93
0.022883,0.001242,0.035244,93.854089,13,94
0.015921,0.000494,0.022229,95.162065,13,95
0.01595,0.000538,0.0232,95.251918,13,96
0.015162,0.000372,0.019282,94.312036,13,97
0.013936,0.000379,0.019458,95.873483,13,98
0.086223,0.021135,0.145378,42.012542,13,99
0.084529,0.020931,0.144676,91.306658,14,1
0.015712,0.000551,0.023468,95.216251,14,2
0.042723,0.0041,0.064029,97.924268,14,3
0.021421,0.000957,0.030937,92.014164,14,4
0.061527,0.006818,0.082571,95.735554,14,5
0.05181,0.006063,0.077863,91.655333,14,6
0.054961,0.006367,0.079793,95.691065,14,7
0.014899,0.000493,0.022198,93.643977,14,8
0.034028,0.002426,0.049258,95.873386,14,9
0.021675,0.000701,0.026469,95.76236,14,10
0.042222,0.003212,0.056677,89.16724,14,11
0.019391,0.000657,0.025629,93.824462,14,12
0.01219,0.000201,0.014194,97.110459,14,13
0.031738,0.002084,0.045651,97.251621,14,14
0.065649,0.006135,0.078327,99.17698,14,16
0.028176,0.001766,0.042022,89.130324,14,17
0.120692,0.036055,0.189881,95.575953,14,18
0.010378,0.000197,0.014036,99.29,14,19
0.02541,0.00137,0.037015,93.282655,14,20
0.024598,0.001028,0.032057,93.986227,14,21
0.029979,0.002785,0.052775,89.49944,14,22
0.031029,0.001666,0.04082,96.400457,14,23
0.044813,0.003796,0.061608,92.986396,14,24
0.032403,0.00259,0.050893,89.967522,14,25
0.031744,0.001567,0.039587,95.439516,14,26
0.019001,0.00109,0.033011,93.201876,14,27
0.010958,0.000199,0.014122,97.350374,14,28
0.021209,0.000669,0.025869,96.916689,14,29
0.023593,0.00092,0.030327,94.288343,14,30
0.035778,0.003435,0.05861,95.224448,14,31
0.0543,0.009871,0.099354,67.619567,14,32
0.035451,0.001702,0.041254,95.328381,14,33
0.018296,0.000522,0.022854,98.277876,14,34
0.01964,0.000617,0.024832,95.085302,14,35
0.032733,0.002174,0.046626,97.656036,14,36
0.021847,0.000694,0.026341,94.799438,14,38
0.016033,0.000378,0.019453,93.930078,14,40
0.034778,0.002207,0.046974,93.7767,14,41
0.018212,0.000503,0.022417,92.087809,14,42
0.351433,0.493532,0.702518,93.38456597,14,43
0.023566,0.001475,0.038412,86.537542,14,44
0.018181,0.000537,0.023171,96.400252,14,46
0.005338,0.000044,0.00663,69.027556,14,47
0.032012,0.001409,0.037532,92.021337,14,49
0.020561,0.000663,0.02575,86.79461,14,50
0.00126,0.000003,0.001703,95.74573,14,51
0.019488,0.000538,0.023196,90.013004,14,52
0.006253,0.00008,0.00894,88.626502,14,54
0.053559,0.005144,0.07172,97.528066,14,55
0.049374,0.004269,0.065341,98.142253,14,56
0.063051,0.006159,0.078478,91.374463,14,58
0.020507,0.003153,0.056149,96.714133,14,59
0.006147,0.000082,0.009083,87.813482,14,60
0.034799,0.002347,0.048448,96.804185,14,67
0.040569,0.002698,0.051945,87.488559,14,71
0.057051,0.007389,0.08596,95.496407,14,72
0.031382,0.002388,0.04887,91.343526,14,74
0.019726,0.000762,0.027602,93.516456,14,79
0.016988,0.000634,0.025176,91.499288,14,80
0.017015,0.001037,0.032202,92.521366,14,81
0.03461,0.004836,0.069543,64.301382,14,82
0.03337,0.001842,0.042923,91.697857,14,83
0.01903,0.000832,0.028839,89.257617,14,85
0.031047,0.001574,0.039672,86.536642,14,87
0.01985,0.000865,0.029403,88.551173,14,90
0.021763,0.000779,0.027918,94.921065,14,91
0.027032,0.001497,0.03869,91.299587,14,92
0.030697,0.001886,0.043425,89.340523,14,93
0.021515,0.001018,0.031913,93.440743,14,94
0.021735,0.001161,0.03407,91.719783,14,95
0.000167,0,0.000214,91.976499,14,96
0.024304,0.001193,0.034535,94.05974,14,97
0.019184,0.000724,0.026901,95.10046,14,98
0.035589,0.003784,0.061513,83.263148,14,99
0.070688,0.016185,0.127219,89.02379,15,1
0.020207,0.001014,0.031844,86.090679,15,2
0.032592,0.002777,0.052696,98.047712,15,3
0.011695,0.000288,0.016976,95.388567,15,4
0.05763,0.006628,0.08141,96.45809,15,5
0.053199,0.005139,0.071687,90.710678,15,6
0.04179,0.002995,0.054728,98.078063,15,7
0.014038,0.000318,0.017832,93.990749,15,8
0.036323,0.002698,0.051947,96.925825,15,9
0.016282,0.000485,0.022031,95.857302,15,10
0.03124,0.001948,0.044141,96.909694,15,11
0.016778,0.000464,0.021535,95.651552,15,12
0.015601,0.000407,0.020179,89.507536,15,13
0.018926,0.001026,0.032032,96.55866,15,14
0.042979,0.003061,0.055322,99.418131,15,16
0.027534,0.001546,0.039317,86.882416,15,17
0.043263,0.00393,0.062693,99.107544,15,18
0.008743,0.000135,0.01163,88.599531,15,19
0.018157,0.000505,0.022466,91.772061,15,20
0.017696,0.001423,0.037721,87.235033,15,21
0.031718,0.002163,0.046504,93.363807,15,22
0.028105,0.001129,0.033604,96.620772,15,23
0.027464,0.001242,0.035236,95.526636,15,24
0.026852,0.001371,0.037025,93.537545,15,25
0.02447,0.000875,0.029577,94.396064,15,26
0.008888,0.00012,0.010963,95.736573,15,27
0.007289,0.000093,0.009619,95.4752,15,28
0.021456,0.001506,0.038802,93.250821,15,29
0.013451,0.000312,0.017652,94.776283,15,30
0.019941,0.001327,0.036429,92.381387,15,31
0.026061,0.001113,0.033358,95.316348,15,32
0.033472,0.001769,0.042062,94.765706,15,33
0.026432,0.001062,0.032595,96.654448,15,34
0.020771,0.000698,0.026423,92.859618,15,35
0.021534,0.000757,0.027523,96.199996,15,36
0.018702,0.001221,0.034936,99.997361,15,37
0.023802,0.000879,0.029642,88.445145,15,38
0.012192,0.00027,0.016434,87.782494,15,40
0.022657,0.001242,0.035243,93.754259,15,41
0.013335,0.000284,0.016841,94.385755,15,42
0.01319,0.000301,0.017346,85.230863,15,44
0.013648,0.000338,0.018398,96.364067,15,46
0.013127,0.00018,0.013429,93.38456597,15,47
0.043376,0.003183,0.05642,87.647224,15,49
0.023115,0.000933,0.030543,88.406533,15,50
0.013881,0.000321,0.017928,87.234552,15,52
0.002942,0.00002,0.004427,80.583539,15,54
0.029415,0.001922,0.043845,98.576075,15,55
0.034347,0.002775,0.052682,97.295676,15,56
0.024996,0.001029,0.032086,83.414109,15,58
0.003075,0.000019,0.004398,99.279476,15,59
0.003265,0.000035,0.00592,80.48151,15,60
0.028383,0.002004,0.044761,95.866232,15,67
0.038486,0.002085,0.045658,90.698807,15,71
0.058774,0.009104,0.095414,95.116779,15,72
0.021843,0.001183,0.034401,91.477364,15,74
0.017915,0.000452,0.02127,91.036859,15,79
0.001775,0.000005,0.002229,77.278019,15,80
0.008675,0.000131,0.011443,93.120479,15,81
0.026719,0.001391,0.037293,87.856353,15,82
0.006085,0.000071,0.008416,91.294965,15,83
0.019417,0.000642,0.025339,94.299407,15,85
0.023284,0.000812,0.028492,91.993262,15,87
0.010437,0.000251,0.015849,91.221376,15,90
0.010083,0.000154,0.012429,86.390717,15,91
0.012554,0.000245,0.015649,96.539904,15,92
0.005824,0.000046,0.006817,88.328659,15,93
0.013211,0.000338,0.018377,53.001062,15,94
0.016037,0.000644,0.025373,96.072337,15,95
0.018955,0.000542,0.023287,97.434606,15,96
0.013179,0.000389,0.019714,92.755951,15,97
0.008095,0.000108,0.010392,87.072015,15,98
0.026981,0.010372,0.101842,99.982262,15,99
0.048027,0.007521,0.086721,99.990738,16,1
0.021255,0.000957,0.030932,99.998938,16,2
0.033794,0.002516,0.050156,99.988935,16,3
0.088544,0.154691,0.393307,99.814437,16,4
0.102635,0.145233,0.381095,99.45362,16,5
0.077704,0.030171,0.173699,99.923046,16,6
0.035154,0.002591,0.050906,91.604841,16,7
0.074468,0.098327,0.313572,99.830643,16,8
0.071562,0.014386,0.11994,99.979724,16,9
0.035791,0.004828,0.069485,99.990878,16,10
0.04823,0.018168,0.134788,99.964156,16,11
0.023511,0.003223,0.056773,99.991948,16,12
0.103348,0.193336,0.439699,99.858669,16,13
0.039372,0.005667,0.075279,99.989361,16,14
0.046181,0.013444,0.115947,99.943674,16,16
0.078585,0.070672,0.265841,99.843822,16,17
0.167139,0.273728,0.52319,99.70183,16,18
0.019017,0.000889,0.029811,99.997533,16,19
0.040015,0.00959,0.097931,99.976665,16,20
0.082157,0.163074,0.403824,99.59811,16,21
0.062201,0.024733,0.157266,99.966752,16,22
0.02722,0.001098,0.033136,99.998002,16,23
0.133292,0.483144,0.695086,97.667658,16,24
0.107101,0.243439,0.493395,99.63012,16,25
0.06893,0.045233,0.212682,99.940376,16,26
0.116384,0.369819,0.608127,99.294687,16,27
0.00695,0.000396,0.019906,99.997647,16,28
0.029201,0.005688,0.075417,99.986866,16,29
0.013693,0.000887,0.029784,99.997851,16,30
0.040423,0.016765,0.129478,99.968015,16,31
0.041218,0.008113,0.090072,99.987873,16,32
0.101791,0.103508,0.321727,99.849487,16,33
0.136262,0.250884,0.500883,99.732749,16,34
0.018187,0.001865,0.043191,99.995087,16,35
0.044807,0.004732,0.068786,99.990549,16,36
0.034814,0.00213,0.046147,99.992557,16,38
0.018771,0.000961,0.030998,99.998879,16,40
0.037304,0.006487,0.080543,99.960882,16,41
0.037671,0.020845,0.144377,99.904086,16,42
0.038986,0.008439,0.091866,99.977507,16,44
0.06844,0.085958,0.293185,99.735928,16,45
0.090399,0.077658,0.278673,99.921934,16,46
0.038846,0.002113,0.045969,93.38456597,16,47
0.290292,0.543947,0.737528,99.486728,16,48
0.086747,0.039232,0.198069,99.97253,16,49
0.034168,0.008019,0.089547,99.978505,16,52
0.011506,0.00082,0.028636,99.998828,16,54
0.045878,0.006031,0.077657,99.987862,16,55
0.047755,0.0042,0.064811,98.667427,16,56
0.164777,0.074847,0.273581,99.949745,16,58
0.089116,0.073176,0.270511,99.909621,16,59
0.285724,1.22951,1.108833,98.67432,16,60
0.075156,0.048881,0.22109,99.92451,16,67
0.035242,0.006779,0.082334,99.969298,16,71
0.30523,1.682972,1.297294,98.54051,16,72
0.027156,0.001374,0.037066,99.997266,16,74
0.034476,0.013392,0.115724,99.956892,16,79
0.068348,0.074458,0.27287,99.907771,16,80
0.034501,0.010412,0.102039,99.989394,16,81
0.033434,0.012972,0.113895,99.94974,16,82
0.234401,0.465851,0.682533,99.745592,16,83
0.025438,0.001877,0.043324,99.996292,16,85
0.037618,0.005444,0.073787,99.987684,16,87
0.03508,0.006545,0.080903,99.993271,16,90
0.049412,0.03227,0.179639,99.947451,16,91
0.129021,0.312581,0.559089,99.697622,16,92
0.040152,0.005169,0.071896,99.993034,16,93
